File Used,Matching Request Item From File,Applicable Department
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,All contracts between the Company (or any of its Subsidiaries) and any affiliate. A written description of any oral agreement between the Company (or any of its Subsidiaries) and any affiliate.,Legal
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,"Any agreement providing for participation in the Company’s equity, other than options, rights or warrants.","Finance, Legal"
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,"A list of any agreements to which the Company or any Subsidiary is a party that cannot be disclosed due to any non-disclosure covenant or agreement. relating to the Company or any Subsidiary, not otherwise described above, to which the Company or any Subsidiary is a party.",Legal
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,All material contracts,Legal
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,"Other than customer contracts, any agreements with any federal, state, or local regulatory authorities to which the Company is a party.",Sales
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,Total customer counts by major product year for each of the last 3 years.,Sales
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,Listing of any customer that constituted more than 1% of total sales during the last three years.,Sales
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,Written statement of annual revenue derived from new customers verses existing customers as well as revenue from new product sales verses recurring maintenance contracts for the last 3 years.,Sales
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,If any revenue was a result of international sales include a written statement detailing the amount of annual revenue by country for the top 10 countries placing orders for each of the last 3 years.,Sales
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,Total number of web site visitors by month for the last 2 years,Marketing
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,Total number of product evaluation requests by month for the last 2 years.,Marketing
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,Does the Company have any strategic alliances or business relationships with other industry participants? How are they structured.,Sales
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,Discuss primary sales channels including Internet and reseller.,Sales
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,Listing of top 20 resellers or distributors and revenue by reseller for the last 3 years.,Sales
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,"Internet sales as a percentage of total sales, currently and over time",Sales
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,"Resellers as a percentage of total sales, currently and over time",Sales
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,Number of resellers,Sales
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,Structure of reseller agreements,Sales
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,Resellers by geography,Sales
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,"For each of the Company’s products, discuss target customer and marketing strategy. How are sales efforts organized?",Marketing
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,Describe how new business is generated and the process of entering into arrangements with the customer.,Marketing
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,"Discuss the importance of individual customer relationships in the business; how are purchase orders processed (i.e., via the web/fax/mail)?",Marketing
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,"Absent any significant sales expenditures, how does the Company drive brand awareness, product upgrades, new product introductions",Marketing
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,"List the company’s top competitors, their market share and how the company differentiates itself from each of these competitors including competitor products, market focus and pricing.",Marketing
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,How does the Company’s customer base differ from its competitors?,Marketing
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,Who are the Company’s primary competitors?,Marketing
Devensoft M&A Best Practices  - Due Diligence Requests.xlsx,"Regarding market share, discuss the size of both the international and domestic market segments for which the company’s products are sold.",Marketing
